<<<<<<< HEAD
19588509,1/12/2011 19:20,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11434,179-29 EVELETH ROAD,EVELETH ROAD,MARS PLACE,180 STREET,,,ADDRESS,JAMAICA,,N/A,Open,,,,12 QUEENS,QUEENS,1050307,187967,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68235628,-73.76183134,"(40.68235627652274, -73.76183133762596)"
19588513,1/12/2011 19:31,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11229,2152 EAST 22 STREET,EAST 22 STREET,AVENUE U,AVENUE V,,,ADDRESS,BROOKLYN,,N/A,Open,,,,15 BROOKLYN,BROOKLYN,998334,157390,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59866426,-73.94928382,"(40.598664263425526, -73.94928381578386)"
19588532,1/12/2011 19:52,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11357,10-12 154 STREET,154 STREET,10 AVENUE,11 AVENUE,,,ADDRESS,WHITESTONE,,N/A,Open,,,,07 QUEENS,QUEENS,1037649,228213,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79290671,-73.80715016,"(40.79290671323926, -73.80715016032315)"
19588596,1/12/2011 14:23,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,10451,407 EAST 158 STREET,EAST 158 STREET,MELROSE AVENUE,ELTON AVENUE,,,ADDRESS,BRONX,,N/A,Open,,,1/12/2011 14:23,01 BRONX,BRONX,1007929,238836,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82219351,-73.914446,"(40.8221935097372, -73.91444599821475)"
19588598,1/12/2011 14:50,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10016,118 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 27 STREET,EAST 28 STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,1/12/2011 14:50,05 MANHATTAN,MANHATTAN,989090,209810,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74255527,-73.98253362,"(40.74255526662045, -73.98253362299846)"
19589019,1/12/2011 12:02,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11236,9520 SEAVIEW AVENUE,SEAVIEW AVENUE,EAST 95 STREET,EAST 96 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,,,,18 BROOKLYN,BROOKLYN,1014474,169870,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63287891,-73.8911082,"(40.6328789079913, -73.89110819820569)"
19589032,1/12/2011 12:18,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10023,19 WEST 69 STREET,WEST 69 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,,,,07 MANHATTAN,MANHATTAN,990301,221493,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77462137,-73.97815291,"(40.77462136679754, -73.9781529050131)"
19589045,1/12/2011 12:31,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11214,89 BAY 34 STREET,BAY 34 STREET,BENSON AVENUE,BATH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,,,11 BROOKLYN,BROOKLYN,986206,157180,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59809883,-73.99295655,"(40.59809883087663, -73.9929565456669)"
19589071,1/12/2011 13:05,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10028,85 EAST END AVENUE,EAST END AVENUE,EAST 83 STREET,EAST 84 STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,,08 MANHATTAN,MANHATTAN,999202,220983,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77321098,-73.94601704,"(40.77321097599352, -73.9460170445798)"
19589116,1/12/2011 14:11,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11694,330 BEACH 146 STREET,BEACH 146 STREET,NEPONSIT AVENUE,NEWPORT AVENUE,,,ADDRESS,ROCKAWAY PARK,,N/A,Open,,,,14 QUEENS,QUEENS,1022371,147847,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57239986,-73.86278102,"(40.57239986306187, -73.86278101798112)"
19588531,1/12/2011 19:50,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11366,73-54 189 STREET,189 STREET,73 AVENUE,75 AVENUE,,,ADDRESS,FRESH MEADOWS,,N/A,Open,,,,08 QUEENS,QUEENS,1044675,206428,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73306744,-73.78197177,"(40.733067437093304, -73.78197176915307)"
19589026,1/12/2011 12:14,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10009,604 EAST 9 STREET,EAST 9 STREET,AVENUE B,AVENUE C,,,ADDRESS,NEW YORK,,N/A,Open,,,,03 MANHATTAN,MANHATTAN,989816,203814,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7260973,-73.97991863,"(40.726097296493606, -73.9799186269959)"
19589088,1/12/2011 13:16,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11214,2326 BENSON AVENUE,BENSON AVENUE,BAY 34 STREET,BAY 35 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,,,,11 BROOKLYN,BROOKLYN,986327,157276,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5983623,-73.9925208,"(40.5983623039384, -73.99252080144247)"
19589098,1/12/2011 13:37,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10038,40 MADISON STREET,MADISON STREET,ST JAMES PLACE,JAMES STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,,03 MANHATTAN,MANHATTAN,984575,198625,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71185648,-73.99882769,"(40.71185648467477, -73.99882769460807)"
19589121,1/12/2011 14:28,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10305,60 NAUTILUS STREET,NAUTILUS STREET,CLIFF STREET,BAY STREET,,,ADDRESS,STATEN ISLAND,,N/A,Open,,,,01 STATEN ISLAND,STATEN ISLAND,966957,161809,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61078783,-74.06228304,"(40.610787833723556, -74.06228303557938)"
19589152,1/12/2011 15:24,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11365,161-51 JEWEL AVENUE,JEWEL AVENUE,161 STREET,164 STREET,,,ADDRESS,FRESH MEADOWS,,N/A,Open,,,,08 QUEENS,QUEENS,1037904,205935,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73175794,-73.80640705,"(40.73175794183824, -73.80640704581596)"
19589168,1/12/2011 16:01,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11358,43-23 171 STREET,171 STREET,NORTHERN BOULEVARD,45 AVENUE,,,ADDRESS,FLUSHING,,N/A,Open,,,,07 QUEENS,QUEENS,1040809,215395,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7577051,-73.79584579,"(40.7577051049546, -73.79584578702729)"
19592212,1/13/2011 15:17,1/20/2011 14:33,TLC,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,10022,,,,,LEXINGTON AVENUE,EAST   53 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,,1/20/2011 14:33,05 MANHATTAN,MANHATTAN,992286,215574,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75837366,-73.97099315,"(40.758373663645195, -73.97099315286859)"
19596447,1/13/2011 14:10,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10065,1219 1 AVENUE,1 AVENUE,EAST 65 STREET,EAST 66 STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,1/13/2011 14:10,08 MANHATTAN,MANHATTAN,995636,217571,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76385124,-73.95889757,"(40.763851235882726, -73.95889756972812)"
19596799,1/13/2011 11:53,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10021,135 EAST 74 STREET,EAST 74 STREET,PARK AVENUE,LEXINGTON AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,,,,08 MANHATTAN,MANHATTAN,994868,220512,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77192447,-73.96166533,"(40.77192447265948, -73.96166533376132)"
19763893,2/4/2011 9:38,2/4/2011 11:55,DOF,Refunds and Adjustments,DOF Property - Payment Issue,Misapplied Payment,Property Address,10305,,,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,2/25/2011 9:38,The Department of Finance was unable to resolve the issue as it requires additional information.,2/4/2011 11:55,01 STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
19596743,1/13/2011 10:22,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11221,4 MALCOM X BOULEVARD,MALCOM X BOULEVARD,PULASKI STREET,DE KALB AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,,,03 BROOKLYN,BROOKLYN,1003295,192213,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69423656,-73.93132105,"(40.694236563676434, -73.93132105171048)"
19596758,1/13/2011 10:51,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11375,77-54 AUSTIN STREET,AUSTIN STREET,77 AVENUE,77 ROAD,,,ADDRESS,FOREST HILLS,,N/A,Open,,,,06 QUEENS,QUEENS,1029931,199583,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71436804,-73.83521806,"(40.71436804084921, -73.83521805512316)"
19596889,1/13/2011 15:34,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11358,33-37 163 STREET,163 STREET,33 AVENUE,35 AVENUE,,,ADDRESS,FLUSHING,,N/A,Open,,,,07 QUEENS,QUEENS,1039077,218941,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76744885,-73.80206864,"(40.76744884735621, -73.80206863592366)"
19596913,1/13/2011 16:20,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10029,401 EAST 116 STREET,EAST 116 STREET,1 AVENUE,PLEASANT AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,,,,11 MANHATTAN,MANHATTAN,1002229,229240,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7958686,-73.93506622,"(40.79586859640712, -73.93506621754497)"
19596672,1/13/2011 6:32,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11364,226-05 KINGSBURY AVENUE,KINGSBURY AVENUE,226 STREET,BEND,,,ADDRESS,OAKLAND GARDENS,,N/A,Open,,,,11 QUEENS,QUEENS,1054932,208132,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73766846,-73.74494429,"(40.7376684575586, -73.74494428732643)"
19596748,1/13/2011 10:31,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10027,2235 8 AVENUE,8 AVENUE,WEST 120 STREET,WEST 121 STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,,10 MANHATTAN,MANHATTAN,997184,233402,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80730097,-73.95327895,"(40.80730096985473, -73.95327894988765)"
19596755,1/13/2011 10:41,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11433,110-22 177 STREET,177 STREET,BRINKERHOFF AVENUE,111 AVENUE,,,ADDRESS,JAMAICA,,N/A,Open,,,,12 QUEENS,QUEENS,1046060,193568,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69776036,-73.77709245,"(40.697760357794515, -73.77709244897214)"
19596973,1/13/2011 20:28,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11221,272 LEWIS AVENUE,LEWIS AVENUE,MONROE STREET,MADISON STREET,,,ADDRESS,BROOKLYN,,N/A,Open,,,,03 BROOKLYN,BROOKLYN,1002052,189487,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68675691,-73.93581069,"(40.68675691128512, -73.93581068630625)"
19588230,1/12/2011 19:53,3/10/2011 9:33,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,GRAND CENTRAL PKWY,GRAND CENTRAL PKWY,TRIBORO BRIDGE PLAZA,,,,,,,N/A,Closed,,Service Request status for this request is available on the Department of TransportationÃ¢Â€Â™s website. Please click the Ã¢Â€ÂœLearn MoreÃ¢Â€Â link below.,3/10/2011 9:33,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
19763894,2/4/2011 9:36,2/4/2011 11:52,DOF,Refunds and Adjustments,DOF Property - Payment Issue,Misapplied Payment,Property Address,11221,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,2/25/2011 9:36,The Department of Finance resolved this issue.,2/4/2011 11:52,04 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
19599430,1/14/2011 19:06,1/21/2011 12:35,TLC,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,10012,,,,,PRINCE STREET,MERCER STREET,INTERSECTION,NEW YORK,,N/A,Closed,,,1/21/2011 12:35,02 MANHATTAN,MANHATTAN,984642,203280,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72463334,-73.99858575,"(40.72463333863871, -73.99858574825272)"
19588508,1/12/2011 19:19,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10301,26 EDSTONE DRIVE,EDSTONE DRIVE,DEAD END,LAKEWOOD ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Open,,,,01 STATEN ISLAND,STATEN ISLAND,956063,167744,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62705021,-74.10154397,"(40.627050206718366, -74.10154397367859)"
19598892,1/14/2011 11:26,1/20/2011 15:47,TLC,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,10001,,,,,10 AVENUE,WEST   33 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,,1/20/2011 15:47,04 MANHATTAN,MANHATTAN,984352,213949,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7539171,-73.99963184,"(40.75391710396407, -73.99963184415)"
19588592,1/12/2011 13:30,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10032,46 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST 160 STREET,WEST 161 STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,1/12/2011 13:30,12 MANHATTAN,MANHATTAN,999643,244172,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83685763,-73.94437168,"(40.83685762502109, -73.94437168375892)"
19588746,1/12/2011 12:16,1/25/2011 0:00,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11205,313 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,KENT AVENUE,FRANKLIN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,1/25/2011 0:00,03 BROOKLYN,BROOKLYN,995778,191649,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6927015,-73.95842937,"(40.692701498418025, -73.95842937062713)"
19588951,1/12/2011 9:59,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11218,1132 41 STREET,41 STREET,FT HAMILTON PARKWAY,12 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,,,12 BROOKLYN,BROOKLYN,986726,173058,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6416805,-73.99107823,"(40.641680504804526, -73.99107822935063)"
19589030,1/12/2011 12:16,1/12/2011 14:00,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11214,1970 86 ST,86 ST,BAY 23 ST,20 AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the sewer backup issue.,1/12/2011 14:00,11 BROOKLYN,BROOKLYN,984590,159663,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60491437,-73.99877555,"(40.604914371072844, -73.9987755526888)"
19589078,1/12/2011 13:12,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11226,153 RUGBY ROAD,RUGBY ROAD,ALBEMARLE ROAD,BEVERLY ROAD,,,ADDRESS,BROOKLYN,,N/A,Open,,,,14 BROOKLYN,BROOKLYN,993624,174549,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64576836,-73.9662206,"(40.64576836411852, -73.96622059616668)"
19589109,1/12/2011 13:53,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,,39 N PAERDEGAT ST,N PAERDEGAT ST,,,,,ADDRESS,,,N/A,Open,,,,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
19589006,1/12/2011 11:40,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,,1095 E 15 ST E,E 15 ST E,,,,,ADDRESS,,,N/A,Open,,,,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
19589100,1/12/2011 13:40,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11214,176 28 AVENUE,28 AVENUE,HARWAY AVENUE,CROPSEY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,,,13 BROOKLYN,BROOKLYN,987680,153194,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58715761,-73.98765077,"(40.587157612962514, -73.98765077183786)"
19589119,1/12/2011 14:18,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10305,60 NAUTILUS STREET,NAUTILUS STREET,CLIFF STREET,BAY STREET,,,ADDRESS,STATEN ISLAND,,N/A,Open,,,,01 STATEN ISLAND,STATEN ISLAND,966957,161809,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61078783,-74.06228304,"(40.610787833723556, -74.06228303557938)"
19589169,1/12/2011 16:01,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11432,84-50 169 STREET,169 STREET,84 AVENUE,GOTHIC DRIVE,,,ADDRESS,JAMAICA,,N/A,Open,,,,08 QUEENS,QUEENS,1041001,199889,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71514385,-73.79528355,"(40.715143852704905, -73.79528355334448)"
19589188,1/12/2011 16:32,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10010,155 EAST 23 STREET,EAST 23 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,,,,06 MANHATTAN,MANHATTAN,988643,208612,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73926729,-73.98414752,"(40.73926728804823, -73.98414751909131)"
19589124,1/12/2011 14:33,1/12/2011 19:50,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11428,92-34 214 PL,214 PL,VANDERVEER ST,93 AVE,,,ADDRESS,QUEENS VILLAGE,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and resolved the sewer backup issue.,1/12/2011 19:50,13 QUEENS,QUEENS,1054923,201879,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72050564,-73.74504244,"(40.720505644659646, -73.74504243722626)"
19589180,1/12/2011 16:21,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11208,776 ELDERT LANE,ELDERT LANE,BLAKE AVENUE,DUMONT AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,,,05 BROOKLYN,BROOKLYN,1022183,183831,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67116911,-73.86325554,"(40.671169107985065, -73.86325553621991)"
19596911,1/13/2011 16:16,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11234,6519 AVENUE T,AVENUE T,EAST 65 STREET,EAST 66 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,,,,18 BROOKLYN,BROOKLYN,1008317,164668,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61861938,-73.91330933,"(40.618619384652305, -73.91330932719002)"
19596670,1/13/2011 6:21,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11421,74-20 91 AVENUE,91 AVENUE,ELDERT LANE,75 STREET,,,ADDRESS,WOODHAVEN,,N/A,Open,,,,09 QUEENS,QUEENS,1021360,189031,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6854454,-73.86619373,"(40.6854454030074, -73.86619372576668)"
19596647,1/13/2011 1:50,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11364,48-32 210 STREET,210 STREET,48 AVENUE,50 AVENUE,,,ADDRESS,OAKLAND GARDENS,,N/A,Open,,,,11 QUEENS,QUEENS,1047746,214222,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75443843,-73.77081732,"(40.75443843315364, -73.77081731891032)"
19596664,1/13/2011 5:07,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11214,1929 CROPSEY AVENUE,CROPSEY AVENUE,BAY 22 STREET,BAY 23 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,,,,11 BROOKLYN,BROOKLYN,983098,158209,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60092337,-74.00414847,"(40.60092336848374, -74.0041484676092)"
19596665,1/13/2011 5:11,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,,3801 HUDSON MANOR TERRACE TERR,HUDSON MANOR TERRACE TERR,W 237 ST,W 239 ST,,,ADDRESS,,,N/A,Open,,,,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
19596749,1/13/2011 10:31,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11204,2402 65 STREET,65 STREET,AVENUE O,WEST 2 STREET,,,ADDRESS,BROOKLYN,,N/A,Open,,,,11 BROOKLYN,BROOKLYN,990728,161865,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61095605,-73.97666857,"(40.61095604871221, -73.97666856578279)"
